title,year,review_text,rating,source
Kramer vs. Kramer,1979,"Ted Kramer's wife leaves him, allowing for a lost bond to be rediscovered between Ted and his son, Billy. But a heated custody battle ensues over the divorced couple's son, deepening the wounds left by the separation.",7.8,IMDB
Days of Heaven,1978,A hot-tempered farm laborer convinces the woman he loves to marry their rich but dying boss so that they can have a claim to his fortune.,7.8,IMDB
The Outlaw Josey Wales,1976,Missouri farmer Josey Wales joins a Confederate guerrilla unit and winds up on the run from the Union soldiers who murdered his family.,7.8,IMDB
The Man Who Would Be King,1975,"Two British former soldiers decide to set themselves up as Kings in Kafiristan, a land where no white man has set foot since Alexander the Great.",7.8,IMDB
The Conversation,1974,"A paranoid, secretive surveillance expert has a crisis of conscience when he suspects that the couple he is spying on will be murdered.",7.8,IMDB
La planète sauvage,1973,"On a faraway planet where blue giants rule, oppressed humanoids rebel against their machine-like leaders.",7.8,IMDB
The Day of the Jackal,1973,"A professional assassin codenamed ""Jackal"" plots to kill Charles de Gaulle, the President of France.",7.8,IMDB
Badlands,1973,An impressionable teenage girl from a dead-end town and her older greaser boyfriend embark on a killing spree in the South Dakota badlands.,7.8,IMDB
Cabaret,1972,A female girlie club entertainer in Weimar Republic era Berlin romances two men while the Nazi Party rises to power around them.,7.8,IMDB
Willy Wonka & the Chocolate Factory,1971,A poor but hopeful boy seeks one of the five coveted golden tickets that will send him on a tour of Willy Wonka's mysterious chocolate factory.,7.8,IMDB
Midnight Cowboy,1969,"A naive hustler travels from Texas to New York City to seek personal fortune, finding a new friend in the process.",7.8,IMDB
Wait Until Dark,1967,A recently blinded woman is terrorized by a trio of thugs while they search for a heroin-stuffed doll they believe is in her apartment.,7.8,IMDB
Guess Who's Coming to Dinner,1967,A couple's attitudes are challenged when their daughter introduces them to her African-American fiancé.,7.8,IMDB
Bonnie and Clyde,1967,"Bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.",7.8,IMDB
My Fair Lady,1964,Snobbish phonetics Professor Henry Higgins agrees to a wager that he can make flower girl Eliza Doolittle presentable in high society.,7.8,IMDB
Mary Poppins,1964,"In turn of the century London, a magical nanny employs music and adventure to help two neglected children become closer to their father.",7.8,IMDB
The Longest Day,1962,"The events of D-Day, told on a grand scale from both the Allied and German points of view.",7.8,IMDB
Jules et Jim,1962,Decades of a love triangle concerning two friends and an impulsive woman.,7.8,IMDB
The Innocents,1961,A young governess for two children becomes convinced that the house and grounds are haunted.,7.8,IMDB
À bout de souffle,1960,"A small-time thief steals a car and impulsively murders a motorcycle policeman. Wanted by the authorities, he reunites with a hip American journalism student and attempts to persuade her to run away with him to Italy.",7.8,IMDB
Red River,1948,"Dunson leads a cattle drive, the culmination of over 14 years of work, to its destination in Missouri. But his tyrannical behavior along the way causes a mutiny, led by his adopted son.",7.8,IMDB
Key Largo,1948,"A man visits his war buddy's family hotel and finds a gangster running things. As a hurricane approaches, the two end up confronting each other.",7.8,IMDB
To Have and Have Not,1944,"During World War II, American expatriate Harry Morgan helps transport a French Resistance leader and his beautiful wife to Martinique while romancing a sensuous lounge singer.",7.8,IMDB
Shadow of a Doubt,1943,"A young girl, overjoyed when her favorite uncle comes to visit the family, slowly begins to suspect that he is in fact the ""Merry Widow"" killer sought by the authorities.",7.8,IMDB
Stagecoach,1939,A group of people traveling on a stagecoach find their journey complicated by the threat of Geronimo and learn something about each other in the process.,7.8,IMDB
The Lady Vanishes,1938,"While travelling in continental Europe, a rich young playgirl realizes that an elderly lady seems to have disappeared from the train.",7.8,IMDB
Bringing Up Baby,1938,"While trying to secure a $1 million donation for his museum, a befuddled paleontologist is pursued by a flighty and often irritating heiress and her pet leopard, Baby.",7.8,IMDB
Bride of Frankenstein,1935,"Mary Shelley reveals the main characters of her novel survived: Dr. Frankenstein, goaded by an even madder scientist, builds his monster a mate.",7.8,IMDB
Duck Soup,1933,Rufus T. Firefly is named president/dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of wealthy Mrs. Teasdale.,7.8,IMDB
Scarface: The Shame of the Nation,1932,"An ambitious and nearly insane violent gangster climbs the ladder of success in the mob, but his weaknesses prove to be his downfall.",7.8,IMDB
Frankenstein,1931,Dr. Frankenstein dares to tamper with life and death by creating a human monster out of lifeless body parts.,7.8,IMDB
Roma,2018,A year in the life of a middle-class family's maid in Mexico City in the early 1970s.,7.7,IMDB
God's Own Country,2017,"Spring. Yorkshire. Young farmer Johnny Saxby numbs his daily frustrations with binge drinking and casual sex, until the arrival of a Romanian migrant worker for lambing season ignites an intense relationship that sets Johnny on a new path.",7.7,IMDB
Deadpool 2,2018,"Foul-mouthed mutant mercenary Wade Wilson (a.k.a. Deadpool), brings together a team of fellow mutant rogues to protect a young boy with supernatural abilities from the brutal, time-traveling cyborg Cable.",7.7,IMDB
Wind River,2017,A veteran hunter helps an FBI agent investigate the murder of a young woman on a Wyoming Native American reservation.,7.7,IMDB
Get Out,2017,"A young African-American visits his white girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point.",7.7,IMDB
Mission: Impossible - Fallout,2018,"Ethan Hunt and his IMF team, along with some familiar allies, race against time after a mission gone wrong.",7.7,IMDB
En man som heter Ove,2015,"Ove, an ill-tempered, isolated retiree who spends his days enforcing block association rules and visiting his wife's grave, has finally given up on life just as an unlikely friendship develops with his boisterous new neighbors.",7.7,IMDB
What We Do in the Shadows,2014,"Viago, Deacon and Vladislav are vampires who are finding that modern life has them struggling with the mundane - like paying rent, keeping up with the chore wheel, trying to get into nightclubs and overcoming flatmate conflicts.",7.7,IMDB
Omoide no Mânî,2014,"Due to 12 y.o. Anna's asthma, she's sent to stay with relatives of her guardian in the Japanese countryside. She likes to be alone, sketching. She befriends Marnie. Who is the mysterious, blonde Marnie.",7.7,IMDB
The Theory of Everything,2014,A look at the relationship between the famous physicist Stephen Hawking and his wife.,7.7,IMDB
Kingsman: The Secret Service,2014,"A spy organisation recruits a promising street kid into the agency's training program, while a global threat emerges from a twisted tech genius.",7.7,IMDB
The Fault in Our Stars,2014,Two teenage cancer patients begin a life-affirming journey to visit a reclusive author in Amsterdam.,7.7,IMDB
Me and Earl and the Dying Girl,2015,"High schooler Greg, who spends most of his time making parodies of classic movies with his co-worker Earl, finds his outlook forever altered after befriending a classmate who has just been diagnosed with cancer.",7.7,IMDB
Birdman or (The Unexpected Virtue of Ignorance),2014,"A washed-up superhero actor attempts to revive his fading career by writing, directing, and starring in a Broadway production.",7.7,IMDB
La vie d'Adèle,2013,"Adèle's life is changed when she meets Emma, a young woman with blue hair, who will allow her to discover desire and to assert herself as a woman and as an adult. In front of others, Adèle grows, seeks herself, loses herself, and ultimately finds herself through love and loss.",7.7,IMDB
Kai po che!,2013,Three friends growing up in India at the turn of the millennium set out to open a training academy to produce the country's next cricket stars.,7.7,IMDB
The Broken Circle Breakdown,2012,"Elise and Didier fall in love at first sight, in spite of their differences. He talks, she listens. He's a romantic atheist, she's a religious realist. When their daughter becomes seriously ill, their love is put on trial.",7.7,IMDB
Captain America: The Winter Soldier,2014,"As Steve Rogers struggles to embrace his role in the modern world, he teams up with a fellow Avenger and S.H.I.E.L.D agent, Black Widow, to battle a new threat from history: an assassin known as the Winter Soldier.",7.7,IMDB
Rockstar,2011,"Janardhan Jakhar chases his dreams of becoming a big Rock star, during which he falls in love with Heer.",7.7,IMDB
Nebraska,2013,"An aging, booze-addled father makes the trip from Montana to Nebraska with his estranged son in order to claim a million-dollar Mega Sweepstakes Marketing prize.",7.7,IMDB
Wreck-It Ralph,2012,"A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives.",7.7,IMDB
Le Petit Prince,2015,"A little girl lives in a very grown-up world with her mother, who tries to prepare her for it. Her neighbor, the Aviator, introduces the girl to an extraordinary world where anything is possible, the world of the Little Prince.",7.7,IMDB
